"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-05","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","5.2","","","","1"
"2023-06","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","5.4","","","","1"
"2023-07","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","5.5","","","","1"
"2023-08","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","5.5","","","","1"
"2023-09","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","5.5","","","","1"
"2023-10","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","5.7","","","","1"
"2023-11","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","5.7","","","","1"
"2023-12","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","5.8","","","","1"
"2024-01","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","5.7","","","","1"
"2024-02","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","5.9","","","","1"
"2024-03","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.1","","","","1"
"2024-04","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.2","","","","1"
"2024-05","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.3","","","","1"
"2024-06","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.4","","","","1"
"2024-07","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.4","","","","1"
"2024-08","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.7","","","","1"
"2024-09","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.6","","","","1"
"2024-10","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.6","","","","1"
"2024-11","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.9","","","","1"
"2024-12","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.7","","","","1"
"2025-01","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.6","","","","1"
"2025-02","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.6","","","","1"
"2025-03","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.7","","","","1"
"2025-04","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.9","","","","1"
"2025-05","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","7.0","","","","1"
"2025-06","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","6.9","","","","1"
"2019-02","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","66.1","","","","1"
"2019-03","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","66.0","","","","1"
"2019-04","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","66.2","","","","1"
"2019-05","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","66.0","","","","1"
"2019-06","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","66.0","","","","1"
"2019-07","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","66.0","","","","1"
"2019-08","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","66.1","","","","1"
"2019-09","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","66.0","","","","1"
"2019-10","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2019-11","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2019-12","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2020-01","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2020-02","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.9","","","","1"
"2020-03","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","63.7","","","","1"
"2020-04","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","60.1","","","","1"
"2020-05","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","61.6","","","","1"
"2020-06","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","64.3","","","","1"
"2020-07","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","64.6","","","","1"
"2020-08","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","64.8","","","","1"
"2020-09","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.5","","","","1"
"2020-10","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.6","","","","1"
"2020-11","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.4","","","","1"
"2020-12","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.4","","","","1"
"2021-01","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","64.9","","","","1"
"2021-02","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.2","","","","1"
"2021-03","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.5","","","","1"
"2021-04","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.1","","","","1"
"2021-05","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.0","","","","1"
"2021-06","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.6","","","","1"
"2021-07","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.6","","","","1"
"2021-08","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.5","","","","1"
"2021-09","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","66.0","","","","1"
"2021-10","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.6","","","","1"
"2021-11","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2021-12","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2022-01","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.4","","","","1"
"2022-02","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.7","","","","1"
"2022-03","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.6","","","","1"
"2022-04","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.7","","","","1"
"2022-05","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.7","","","","1"
"2022-06","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.4","","","","1"
"2022-07","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.3","","","","1"
"2022-08","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.4","","","","1"
"2022-09","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.3","","","","1"
"2022-10","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.5","","","","1"
"2022-11","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.5","","","","1"
"2022-12","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.6","","","","1"
"2023-01","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2023-02","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2023-03","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2023-04","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2023-05","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.7","","","","1"
"2023-06","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.9","","","","1"
"2023-07","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2023-08","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2023-09","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2023-10","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.9","","","","1"
"2023-11","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2023-12","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.7","","","","1"
"2024-01","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.6","","","","1"
"2024-02","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.6","","","","1"
"2024-03","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.6","","","","1"
"2024-04","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.7","","","","1"
"2024-05","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.6","","","","1"
"2024-06","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.5","","","","1"
"2024-07","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.3","","","","1"
"2024-08","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.4","","","","1"
"2024-09","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.2","","","","1"
"2024-10","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.2","","","","1"
"2024-11","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.4","","","","1"
"2024-12","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.4","","","","1"
"2025-01","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.5","","","","1"
"2025-02","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.3","","","","1"
"2025-03","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.2","","","","1"
"2025-04","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.3","","","","1"
"2025-05","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.3","","","","1"
"2025-06","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.4","","","","1"
"2019-02","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.3","","","","1"
"2019-03","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.1","","","","1"
"2019-04","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.4","","","","1"
"2019-05","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.4","","","","1"
"2019-06","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.4","","","","1"
"2019-07","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.2","","","","1"
"2019-08","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.3","","","","1"
"2019-09","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.3","","","","1"
"2019-10","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.1","","","","1"
"2019-11","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","61.9","","","","1"
"2019-12","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.2","","","","1"
"2020-01","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.1","","","","1"
"2020-02","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.1","","","","1"
"2020-03","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","58.3","","","","1"
"2020-04","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","51.9","","","","1"
"2020-05","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","52.9","","","","1"
"2020-06","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","56.2","","","","1"
"2020-07","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","57.5","","","","1"
"2020-08","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","58.2","","","","1"
"2020-09","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","59.6","","","","1"
"2020-10","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","59.7","","","","1"
"2020-11","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","59.8","","","","1"
"2020-12","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","59.6","","","","1"
"2021-01","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","58.9","","","","1"
"2021-02","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","59.7","","","","1"
"2021-03","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","60.4","","","","1"
"2021-04","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","59.8","","","","1"
"2021-05","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","59.6","","","","1"
"2021-06","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","60.4","","","","1"
"2021-07","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","60.7","","","","1"
"2021-08","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","60.8","","","","1"
"2021-09","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","61.3","","","","1"
"2021-10","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","61.4","","","","1"
"2021-11","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","61.8","","","","1"
"2021-12","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","61.9","","","","1"
"2022-01","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","61.2","","","","1"
"2022-02","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.1","","","","1"
"2022-03","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.1","","","","1"
"2022-04","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.2","","","","1"
"2022-05","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.3","","","","1"
"2022-06","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.1","","","","1"
"2022-07","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.2","","","","1"
"2022-08","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.0","","","","1"
"2022-09","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.0","","","","1"
"2022-10","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.1","","","","1"
"2022-11","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.1","","","","1"
"2022-12","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.3","","","","1"
"2023-01","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.5","","","","1"
"2023-02","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.5","","","","1"
"2023-03","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.5","","","","1"
"2023-04","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.5","","","","1"
"2023-05","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.3","","","","1"
"2023-06","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.3","","","","1"
"2023-07","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","62.2","","","","1"
